NAME,STUSPS,INTPTLAT,INTPTLON
Knox,TN,+35.9927265,-083.9377209
Oxford,ME,+44.4944998,-070.7344211
Jackson,MO,+39.0053640,-094.3432105
Towns,GA,+34.9025294,-083.7322645
Smith,MS,+32.0190290,-089.4948763
Payette,ID,+44.0024300,-116.7502379
Shoshone,ID,+47.3476935,-115.8850916
Hyde,NC,+35.4081567,-076.1536867
Floyd,IA,+43.0527410,-092.7873669
McCracken,KY,+37.0541106,-088.7124544
Union,KY,+37.6580293,-087.9516496
Turner,SD,+43.3086698,-097.1501851
Cocke,TN,+35.9161980,-083.1192242
Hancock,TN,+36.5213528,-083.2274928
Hardin,TN,+35.2018926,-088.1856958
Marion,SC,+34.0836195,-079.3540014
Guayama,PR,+17.9739287,-066.1374675
Washington,LA,+30.8521435,-090.0462534
Stoddard,MO,+36.8515565,-089.9474812
Dooly,GA,+32.1519954,-083.8071670
Stearns,MN,+45.5552345,-094.6104822
Saunders,NE,+41.2229664,-096.6426965
Sherburne,MN,+45.4531662,-093.7691641
Davison,SD,+43.6804393,-098.1558683
Claiborne,TN,+36.5015720,-083.6606975
Montague,TX,+33.6783558,-097.7250138
Brown,TX,+31.7641372,-098.9984560
Racine,WI,+42.7803923,-087.7715988
Shawano,WI,+44.7896407,-088.7558134
Audubon,IA,+41.6791780,-094.9043119
Haskell,TX,+33.1759638,-099.7307740
Logan,OK,+35.9142774,-097.4509518
Oneida,NY,+43.2427273,-075.4342824
Lake,CO,+39.2053405,-106.3500790
Pittsburg,OK,+34.9255401,-095.7481302
Doddridge,WV,+39.2643068,-080.7114979
Wirt,WV,+39.0200337,-081.3829749
Carroll,NH,+43.8677742,-071.2015596
Tyler,WV,+39.4656340,-080.8772193
Northern Islands,MP,+18.1163650,+145.7667015
Le Sueur,MN,+44.3734209,-093.7301060
Douglas,WA,+47.7417625,-119.6946219
Cattaraugus,NY,+42.2390986,-078.6623320
Dodge,WI,+43.4296276,-088.7019394
Jones,IA,+42.1251175,-091.1169141
Barber,KS,+37.2229059,-098.6850520
Pulaski,MO,+37.8248346,-092.2070224
Dale,AL,+31.4306536,-085.6094760
Logan,KS,+38.9132702,-101.1574016
Madera,CA,+37.2098213,-119.7498023
Gentry,MO,+40.2081271,-094.4053211
Blaine,NE,+41.9319450,-099.9964074
Daggett,UT,+40.8900990,-109.5057855
Platte,WY,+42.1315927,-104.9539626
Gaston,NC,+35.2928335,-081.1773638
Guadalupe,NM,+34.8697479,-104.7848985
Golden Valley,MT,+46.3806243,-109.1745855
Johnston,NC,+35.5134188,-078.3673482
Santa Clara,CA,+37.2216142,-121.6895401
Charleston,SC,+32.8004582,-079.9424800
Benton,WA,+46.2281252,-119.5166594
Adair,MO,+40.1906655,-092.6035922
Erie,OH,+41.3941426,-082.5868354
Vermilion,IL,+40.1867542,-087.7267779
St. Louis,MO,+38.6406881,-090.4460731
Boone,IL,+42.3189831,-088.8242951
Tehama,CA,+40.1261573,-122.2322737
Dane,WI,+43.0674684,-089.4178523
Fisher,TX,+32.7404728,-100.4031198
Sabine,LA,+31.5604024,-093.5595793
Morgan,IL,+39.7176572,-090.2049929
Pulaski,GA,+32.2388026,-083.4818454
Bertie,NC,+36.0590432,-076.9623641
Stanly,NC,+35.3104492,-080.2543742
Rhea,TN,+35.6005900,-084.9495484
Greene,NC,+35.4819590,-077.6816876
Leslie,KY,+37.0878462,-083.3886172
Somerset,MD,+38.0744501,-075.8533228
Marshall,IL,+41.0311192,-089.3423714
Lyon,KY,+37.0239759,-088.0833909
Concho,TX,+31.3188831,-099.8636485
Coke,TX,+31.8771104,-100.6352305
Overton,TN,+36.3448504,-085.2830756
Huron,MI,+43.9076160,-082.8570449
Iosco,MI,+44.3869118,-083.3801412
Coffee,GA,+31.5492452,-082.8449401
Ware,GA,+31.0508810,-082.4215072
Grant,ND,+46.3578269,-101.6390494
Jefferson,LA,+29.5033000,-090.0362310
St. Tammany,LA,+30.4100224,-089.9519622
Hardin,IA,+42.3902079,-093.2416690
Cameron,LA,+29.8718120,-093.1649478
Clinton,OH,+39.4166813,-083.8045826
St. Louis,MN,+47.5786350,-092.5145848
Lorain,OH,+41.4388045,-082.1797220
Vega Alta,PR,+18.4362199,-066.3364122
Boone,IA,+42.0386230,-093.9386050
Polk,TX,+30.7845525,-094.8373376
Dixon,NE,+42.4850864,-096.8557845
Harford,MD,+39.5374292,-076.2997894
Edgefield,SC,+33.7794526,-081.9596367
Accomack,VA,+37.7659435,-075.7578073
Calumet,WI,+44.0784104,-088.2121322
Knox,KY,+36.8885003,-083.8555508
Ionia,MI,+42.9446503,-085.0737660
New Hanover,NC,+34.1834455,-077.8642043
Obion,TN,+36.3618921,-089.1480777
Calloway,KY,+36.6209783,-088.2740857
Albemarle,VA,+38.0241841,-078.5535056
Robertson,TN,+36.5243849,-086.8725935
Clarke,VA,+39.1153068,-077.9907479
Garfield,WA,+46.4293176,-117.5367052
Jackson,KY,+37.4034585,-084.0205757
Cook,MN,+47.7585562,-090.3443192
Oconee,SC,+34.7487656,-083.0615395
East Baton Rouge,LA,+30.5439297,-091.0931310
Claiborne,MS,+31.9728096,-090.9154239
St. Mary's,MD,+38.2230765,-076.5344870
Kent,MI,+43.0324971,-085.5474460
Pitt,NC,+35.5924897,-077.3727387
Carbon,MT,+45.2244683,-109.0285543
Stanton,NE,+41.9050454,-097.1771094
Appling,GA,+31.7397262,-082.2901018
Jasper,IA,+41.6855513,-093.0541468
Wayne,MS,+31.6425030,-088.6782140
Cottle,TX,+34.0919063,-100.2764416
Greensville,VA,+36.6803363,-077.5602774
Polk,FL,+27.9536855,-081.6934929
Young,TX,+33.1587778,-098.6783895
Tallapoosa,AL,+32.8633076,-085.7996176
Rockingham,NH,+42.9886636,-071.0990801
Rio Grande,CO,+37.4858534,-106.4531280
Plymouth,IA,+42.7376150,-096.2159729
Yates,NY,+42.6382370,-077.1043238
King,WA,+47.4905518,-121.8339765
Deschutes,OR,+43.9151181,-121.2255751
Pottawattamie,IA,+41.3401835,-095.5449053
Wright,MO,+37.2676331,-092.4799890
Toole,MT,+48.6451246,-111.7334723
Tioga,NY,+42.1780565,-076.2974556
Lee,TX,+30.3214983,-096.9768226
Fulton,GA,+33.7900338,-084.4681816
Cherokee,TX,+31.8438807,-095.1563425
Audrain,MO,+39.2144810,-091.8434182
Colleton,SC,+32.8493856,-080.6564018
Jefferson,WI,+43.0138045,-088.7739847
Greene,AR,+36.1206072,-090.5663459
Hall,TX,+34.4531894,-100.5763434
Burnett,WI,+45.8668974,-092.3757305
Torrance,NM,+34.5549976,-105.8905768
Pacific,WA,+46.5565866,-123.7824193
Pender,NC,+34.5125561,-077.8881063
Hood,TX,+32.4301490,-097.8316766
Stanley,SD,+44.4139844,-100.7478218
Washoe,NV,+40.7313196,-119.6632695
Ballard,KY,+37.0513234,-089.0103673
Archer,TX,+33.6163054,-098.6872669
Baylor,TX,+33.6188024,-099.2081888
San Augustine,TX,+31.3824492,-094.1631796
Storey,NV,+39.4383853,-119.5246462
Schley,GA,+32.2634439,-084.3227083
Madison,TX,+30.9668782,-095.9303719
San Joaquin,CA,+37.9349815,-121.2722440
Winston,MS,+33.0787236,-089.0373913
Henry,KY,+38.4513829,-085.1196472
Mercer,KY,+37.8120852,-084.8796946
Wheeler,NE,+41.9225747,-098.5208533
Lewis,KY,+38.5350468,-083.3701427
Grant,MN,+45.9307426,-096.0106987
Humphreys,MS,+33.1309962,-090.5234209
Clarke,AL,+31.6855211,-087.8186244
Chase,KS,+38.2994749,-096.5940289
Trigg,KY,+36.8076808,-087.8586515
Houston,AL,+31.1581831,-085.2964111
Aurora,SD,+43.7247191,-098.5775872
Aleutians East,AK,+55.2450437,-161.9974772
Franklin,NE,+40.1832031,-098.9620800
Kent,MD,+39.2412793,-076.1259867
Crawford,KS,+37.5058215,-094.8538967
Chippewa,MN,+45.0286254,-095.5641082
Pennington,SD,+44.0023492,-102.8238015
Hampton,SC,+32.7783341,-081.1438217
Fremont,ID,+44.2180909,-111.4844290
Bryan,GA,+32.0179692,-081.4385431
Dinwiddie,VA,+37.0734984,-077.6354922
St. Lucie,FL,+27.3798137,-080.4435357
Monroe,NY,+43.2503466,-077.7005177
Lincoln,SD,+43.2794204,-096.7222862
Chippewa,WI,+45.0690918,-091.2835054
Woodson,KS,+37.8881929,-095.7584691
Marshall,KY,+36.8820170,-088.3327524
Clinch,GA,+30.9176531,-082.7026143
Lowndes,GA,+30.8331450,-083.2689952
Kalawao,HI,+21.2187644,-156.9740097
Kauai,HI,+22.0120383,-159.7059653
Macomb,MI,+42.6715526,-082.9114562
Turner,GA,+31.7248005,-083.6203195
Jasper,IL,+39.0048857,-088.1507245
Milam,TX,+30.7912420,-096.9843946
Spencer,IN,+38.0096966,-087.0103746
Hart,KY,+37.3058265,-085.8784426
Lincoln,KY,+37.4571737,-084.6583354
Blaine,MT,+48.4282823,-108.9676475
Norfolk,VA,+36.9230149,-076.2446413
Reeves,TX,+31.3083660,-103.7127060
Pulaski,VA,+37.0633853,-080.7134439
Union,NC,+34.9918204,-080.5304264
McKenzie,ND,+47.7424751,-103.4032148
Okaloosa,FL,+30.6143245,-086.5910804
Alameda,CA,+37.6471385,-121.9124880
Calhoun,IL,+39.1642619,-090.6662948
Kosciusko,IN,+41.2442928,-085.8615754
Noxubee,MS,+33.1066060,-088.5661522
Woodruff,AR,+35.1927768,-091.2445353
Gloucester,NJ,+39.7228745,-075.1456793
Hillsborough,NH,+42.9115317,-071.7230554
Judith Basin,MT,+47.0325580,-110.3053200
Mitchell,NC,+36.0131020,-082.1635541
Powell,MT,+46.8442254,-112.9310998
Polk,OR,+44.9003723,-123.3986397
Wasco,OR,+45.1645359,-121.1650693
Perkins,SD,+45.4833865,-102.4679947
Taylor,IA,+40.7379489,-094.6971082
Washington,AL,+31.4085035,-088.2124041
Defiance,OH,+41.3216789,-084.4864334
Greenbrier,WV,+37.9244177,-080.4505897
Marion,IL,+38.6482361,-088.9203624
Dickenson,VA,+37.1367011,-082.3492199
Amelia,VA,+37.3319271,-077.9774619
Randolph,GA,+31.7626510,-084.7523108
Luna,NM,+32.1845231,-107.7471911
Nueces,TX,+27.7400315,-097.5162143
Weston,WY,+43.8462133,-104.5700202
Toa Baja,PR,+18.4569100,-066.1931933
Warren,IL,+40.8504412,-090.6202228
Madison,AL,+34.7642377,-086.5510802
Wilson,TN,+36.1494307,-086.2911813
Camp,TX,+32.9745813,-094.9790850
Jefferson,OK,+34.1050824,-097.8388896
Ritchie,WV,+39.1771118,-081.0663167
Page,IA,+40.7390972,-095.1443014
Jefferson,KS,+39.2396440,-095.3753140
Iberia,LA,+29.6060126,-091.8427057
Kusilvak,AK,+62.2835878,-163.1901714
Onslow,NC,+34.7631087,-077.4994691
Faribault,MN,+43.6765219,-093.9472338
Grainger,TN,+36.2775091,-083.5095458
Freestone,TX,+31.7017487,-096.1449568
Mifflin,PA,+40.6016153,-077.6518322
Crenshaw,AL,+31.7303106,-086.3200384
Bristol,VA,+36.6169541,-082.1575641
Runnels,TX,+31.8451193,-099.9827145
Terrell,TX,+30.2323427,-102.0725126
Rawlins,KS,+39.7861975,-101.0767378
Thomas,KS,+39.3577126,-101.0833859
Jeff Davis,GA,+31.8116153,-082.6368248
Cherokee,IA,+42.7427375,-095.6332616
White,AR,+35.2551175,-091.7530339
Leflore,MS,+33.5497896,-090.2949343
Cooper,MO,+38.8470929,-092.8100688
Dickinson,MI,+46.0128332,-087.8661386
Will,IL,+41.4484742,-087.9784563
Deaf Smith,TX,+34.9407663,-102.6075637
Brookings,SD,+44.3766745,-096.7977971
Clay,MO,+39.3155512,-094.4215024
Coahoma,MS,+34.2303156,-090.6040104
Boone,IN,+40.0508916,-086.4690137
Des Moines,IA,+40.9153393,-091.1869253
Scott,IA,+41.6420791,-090.6222889
Ottawa,KS,+39.1379632,-097.6548025
Columbia,FL,+30.2216509,-082.6233712
Holmes,FL,+30.8620072,-085.8159385
Harrison,MS,+30.4165357,-089.0833762
Utuado,PR,+18.2708650,-066.7029886
Bradley,TN,+35.1539144,-084.8594137
Carlton,MN,+46.6038184,-092.6710435
Marion,TX,+32.7981821,-094.3568533
Schoharie,NY,+42.5912940,-074.4381718
Pawnee,OK,+36.3137038,-096.6966693
Broome,NY,+42.1619773,-075.8302833
Liberty,TX,+30.1585081,-094.8440607
Athens,OH,+39.3327548,-082.0458853
Jefferson,OH,+40.3993836,-080.7635272
Randolph,WV,+38.7810953,-079.8677881
Marion,WV,+39.5058387,-080.2434018
Cumberland,NJ,+39.3284336,-075.1216277
Nevada,CA,+39.2975082,-120.7713429
Douglas,WI,+46.4632185,-091.8924773
Pulaski,KY,+37.1074283,-084.5769692
Edgecombe,NC,+35.9170773,-077.6027422
Jasper,TX,+30.7529323,-094.0222943
Beaver,UT,+38.3575350,-113.2389481
Murray,GA,+34.7970974,-084.7379899
Jay,IN,+40.4349560,-085.0023313
Montcalm,MI,+43.3127822,-085.1494679
Rensselaer,NY,+42.7104206,-073.5138454
Collier,FL,+26.1187860,-081.4009553
McKinley,NM,+35.5840616,-108.2532938
Ben Hill,GA,+31.7407715,-083.1471970
Lee,AR,+34.7795048,-090.7797172
Baker,FL,+30.3244416,-082.3022838
Lanier,GA,+31.0381973,-083.0631635
Rice,KS,+38.3471776,-098.2014154
Calhoun,AL,+33.7705162,-085.8279089
Jackson,MS,+30.4560045,-088.6251005
Campbell,KY,+38.9469811,-084.3795832
Cumberland,KY,+36.7823717,-085.3884841
Panola,MS,+34.3652052,-089.9630654
Hansford,TX,+36.2728469,-101.3569304
Chambers,TX,+29.6963741,-094.6694454
Quitman,GA,+31.8629381,-085.0047978
Hardin,TX,+30.3296483,-094.3931782
Sandusky,OH,+41.3553193,-083.1427763
Piscataquis,ME,+45.9156393,-069.1022311
Pulaski,IL,+37.2156152,-089.1277549
Okfuskee,OK,+35.4668040,-096.3277619
Saginaw,MI,+43.3282667,-084.0554100
Rio Arriba,NM,+36.5096687,-106.6939829
Caledonia,VT,+44.4687907,-072.1121676
Botetourt,VA,+37.5654822,-079.7975457
Madison,IL,+38.8271195,-089.9002267
Collin,TX,+33.1944942,-096.5794280
Abbeville,SC,+34.2290410,-082.4540577
Dodge,NE,+41.5770082,-096.6458524
Sarasota,FL,+27.2253289,-082.4237142
Marquette,WI,+43.8260529,-089.4090953
Mohave,AZ,+35.7177050,-113.7496891
Yavapai,AZ,+34.6310710,-112.5772247
Horry,SC,+33.9092694,-078.9766749
Montgomery,PA,+40.2099992,-075.3702011
Lewis,ID,+46.2363277,-116.4237600
Arecibo,PR,+18.4340042,-066.6749944
Norton,VA,+36.9315489,-082.6259960
Morris,NJ,+40.8588961,-074.5472917
Sullivan,MO,+40.2095870,-093.1097826
Ness,KS,+38.4804369,-099.9087452
Brazoria,TX,+29.1678175,-095.4346470
Staunton,VA,+38.1579778,-079.0618761
Chase,NE,+40.5303903,-101.6941918
Montgomery,OH,+39.7537357,-084.2905915
Throckmorton,TX,+33.1706954,-099.2057960
Oglethorpe,GA,+33.8668062,-083.0740805
Conway,AR,+35.2656898,-092.6892494
Nodaway,MO,+40.3611359,-094.8831457
Ransom,ND,+46.4492764,-097.6475541
Bay,MI,+43.6997112,-083.9787007
Shelby,TN,+35.1845529,-089.8946125
Butte,CA,+39.6653362,-121.6032086
Pine,MN,+46.1009402,-092.7630936
Bastrop,TX,+30.1007718,-097.3106392
Klickitat,WA,+45.8704463,-120.7793049
San Juan,WA,+48.5071904,-123.1037693
Brown,WI,+44.4740244,-087.9961303
Wilson,KS,+37.5585146,-095.7451749
Natchitoches,LA,+31.7325086,-093.0825461
Terrebonne,LA,+29.3341299,-090.8436739
Irwin,GA,+31.6043062,-083.2770374
North Slope,AK,+69.4493427,-153.4728302
Arenac,MI,+44.0368327,-083.7406755
Lee,IA,+40.6475875,-091.4771574
Osborne,KS,+39.3482608,-098.7679416
Emmet,MI,+45.5900944,-084.9868217
Fremont,IA,+40.7425902,-095.5991816
Lincoln,ME,+43.9947814,-069.5136244
Seneca,NY,+42.7822943,-076.8270880
Laurel,KY,+37.1132678,-084.1193950
Meigs,TN,+35.5122030,-084.8161015
Taney,MO,+36.6498267,-093.0428188
Taylor,GA,+32.5546668,-084.2514261
Williamsburg,VA,+37.2694810,-076.7081925
Scurry,TX,+32.7443531,-100.9133465
Gilpin,CO,+39.8611555,-105.5288778
McClain,OK,+35.0164359,-097.4498032
Pendleton,WV,+38.6744501,-079.3406175
Page,VA,+38.6232085,-078.4918718
Le Flore,OK,+34.8973562,-094.6950743
Summers,WV,+37.6559986,-080.8563250
Mecklenburg,NC,+35.2468623,-080.8338317
Essex,NJ,+40.7874003,-074.2462919
Linn,MO,+39.8644404,-093.1080190
Montgomery,GA,+32.1721081,-082.5333487
Sherman,OR,+45.3992158,-120.6785124
Greene,GA,+33.5767036,-083.1666253
Buffalo,SD,+44.0443062,-099.2039983
Mellette,SD,+43.5813343,-100.7552096
Ector,TX,+31.8653008,-102.5425068
Limestone,TX,+31.5475427,-096.5936230
Grays Harbor,WA,+47.1137324,-123.8267349
Berkeley,WV,+39.4479382,-078.0377535
Villalba,PR,+18.1307185,-066.4722435
Park,MT,+45.4630812,-110.5349297
Denton,TX,+33.2051320,-097.1211403
Cherokee,SC,+35.0497962,-081.6076469
Yancey,NC,+35.8893259,-082.3039535
Red River,TX,+33.6196255,-095.0484293
Matagorda,TX,+28.7747601,-096.0015316
Stevens,MN,+45.5934609,-095.9923146
Warren,GA,+33.4083813,-082.6756850
Hardeman,TX,+34.2899036,-099.7456973
Monroe,IL,+38.2779831,-090.1790777
Jenkins,GA,+32.7945631,-081.9715244
Grayson,KY,+37.4585771,-086.3440114
Palo Pinto,TX,+32.7522042,-098.3179673
Heard,GA,+33.2913469,-085.1378862
Lawrence,AL,+34.5297760,-087.3218651
Guaynabo,PR,+18.3443567,-066.1140555
Marshall,MS,+34.7661897,-089.5042310
Clark,KS,+37.2338311,-099.8138686
Haskell,KS,+37.5549790,-100.8799515
Bienville,LA,+32.3409517,-093.0411511
Walker,GA,+34.7358020,-085.3054565
Iowa,IA,+41.6839184,-092.0591226
Buffalo,NE,+40.8552654,-099.0749839
Beaver,OK,+36.7483343,-100.4830555
Butler,IA,+42.7347570,-092.7801530
Roosevelt,MT,+48.2827471,-104.9951698
Barceloneta,PR,+18.4699891,-066.5582299
Cowlitz,WA,+46.1967854,-122.6784596
Live Oak,TX,+28.3515349,-098.1269608
Moniteau,MO,+38.6330371,-092.5836417
Westmoreland,VA,+38.1093110,-076.8039326
Yadkin,NC,+36.1587653,-080.6651641
Merced,CA,+37.1948063,-120.7228019
Dewey,OK,+35.9779598,-099.0143850
Burke,NC,+35.7461820,-081.7061795
Wayne,NC,+35.3541896,-078.0086695
Warren,PA,+41.8342984,-079.2981823
Howard,AR,+34.0830639,-093.9909315
Davie,NC,+35.9293554,-080.5425524
McDowell,NC,+35.6822683,-082.0480453
Nevada,AR,+33.6666991,-093.3050716
Yuma,CO,+40.0007703,-102.4216491
Sherman,TX,+36.2785929,-101.8992648
Uvalde,TX,+29.3503081,-099.7684270
Auglaize,OH,+40.5613090,-084.2240177
Bossier,LA,+32.6984813,-093.6265609
Emmet,IA,+43.3779844,-094.6693702
Saline,KS,+38.7918043,-097.6514783
Magoffin,KY,+37.6989830,-083.0697210
Bailey,TX,+34.0675209,-102.8303446
Callaway,MO,+38.8355470,-091.9234458
Albany,WY,+41.6655141,-105.7218826
Park,WY,+44.4923865,-109.5935975
Montour,PA,+41.0292837,-076.6652253
Queens,NY,+40.6546581,-073.8412089
Suwannee,FL,+30.1892438,-082.9927542
Cheboygan,MI,+45.4760217,-084.4954307
Gladwin,MI,+43.9897504,-084.3898162
Montgomery,KY,+38.0381086,-083.9124157
Lancaster,SC,+34.6868182,-080.7036885
Larue,KY,+37.5444624,-085.6968413
Woodbury,IA,+42.3932198,-096.0532956
Taylor,FL,+29.9671460,-083.6395729
Alexander,IL,+37.1836583,-089.3495158
Jefferson,MO,+38.2576296,-090.5436807
Lincoln,MO,+39.0622547,-090.9629165
Chatham,GA,+31.9804037,-081.0851840
Union,FL,+30.0542796,-082.3669180
Genesee,NY,+43.0009096,-078.1927784
Clay,IA,+43.0812244,-095.1498753
Fallon,MT,+46.3181841,-104.4057182
Potter,SD,+45.0527131,-099.9620034
Culberson,TX,+31.4459085,-104.5269447
Cumberland,ME,+43.8083479,-070.3303753
Atascosa,TX,+28.8914775,-098.5353810
Kingman,KS,+37.5529509,-098.1445285
Rabun,GA,+34.8839345,-083.4048701
Upshur,WV,+38.9025302,-080.2316057
Texas,MO,+37.3142565,-091.9644783
Pulaski,AR,+34.7703106,-092.3129960
Crawford,IA,+42.0431192,-095.3890903
Bannock,ID,+42.6929211,-112.2289819
Geauga,OH,+41.4993217,-081.1735054
Cayey,PR,+18.1036240,-066.1516668
Tulare,CA,+36.2288339,-118.7810551
Arroyo,PR,+17.9720599,-066.0419453
San Germán,PR,+18.1077999,-067.0372633
Wayne,NY,+43.2181139,-077.0494024
Rockbridge,VA,+37.8145174,-079.4477537
Towner,ND,+48.6821831,-099.2481583
Delaware,PA,+39.9166853,-075.3988178
Niagara,NY,+43.2726719,-078.8129431
Bennington,VT,+43.0353277,-073.1114959
Clay,FL,+29.9865835,-081.8650364
Wake,NC,+35.7898464,-078.6506240
Hamilton,OH,+39.1969272,-084.5441868
Bergen,NJ,+40.9596985,-074.0747272
Lincoln,NV,+37.6346050,-114.8630367
Nome,AK,+64.7836858,-164.1889119
McCone,MT,+47.6296277,-105.7572220
Buchanan,IA,+42.4703284,-091.8386658
DuPage,IL,+41.8520577,-088.0860389
Fall River,SD,+43.2216189,-103.5126087
Kittson,MN,+48.7760403,-096.7803493
Oconee,GA,+33.8341247,-083.4377284
Wilson,TX,+29.1738830,-098.0867336
Fillmore,NE,+40.5250399,-097.5967053
Madison,FL,+30.4472325,-083.4704159
Carolina,PR,+18.3967757,-065.9687781
Sullivan,IN,+39.0892251,-087.4158429
La Paz,AZ,+33.7276104,-114.0388060
Brooks,GA,+30.8229337,-083.5819054
Aleutians West,AK,+51.9489640,+179.6211882
Kodiak Island,AK,+57.7044003,-153.9183721
Stafford,KS,+38.0356303,-098.7198888
Telfair,GA,+31.9136406,-082.9310634
Monroe,MI,+41.9160970,-083.4871059
White,IN,+40.7509496,-086.8642934
Noble,IN,+41.4046794,-085.4172708
Livingston,KY,+37.2095174,-088.3634261
Miller,GA,+31.1629309,-084.7303983
Lincoln,TN,+35.1427838,-086.5934033
Shelby,KY,+38.2390111,-085.2282471
York,NE,+40.8730557,-097.5967418
Adams,PA,+39.8694372,-077.2177502
Allendale,SC,+32.9797573,-081.3632651
Davidson,TN,+36.1691287,-086.7847898
Uintah,UT,+40.1258872,-109.5177482
Utah,UT,+40.1204177,-111.6685633
Clay,IN,+39.3939279,-087.1158582
Kings,NY,+40.6350451,-073.9506398
Morgan,MO,+38.4208062,-092.8748346
Holmes,OH,+40.5655971,-081.9300012
Osceola,IA,+43.3785421,-095.6337878
Jennings,IN,+38.9962289,-085.6281030
Twin Falls,ID,+42.3523090,-114.6656386
Saline,IL,+37.7515083,-088.5450236
Kalamazoo,MI,+42.2462657,-085.5328544
Lee,SC,+34.1586401,-080.2512086
Johnson,WY,+44.0440477,-106.5885406
Daviess,IN,+38.6960898,-087.0769430
Grand Traverse,MI,+44.7186875,-085.5538484
Allen,LA,+30.6527435,-092.8196052
Hughes,SD,+44.3844521,-099.9756842
Hyde,SD,+44.5371743,-099.4727359
Clarendon,SC,+33.6646821,-080.2178886
Stillwater,MT,+45.6585447,-109.3815759
Bledsoe,TN,+35.5935612,-085.2059104
Todd,KY,+36.8403384,-087.1836416
Weakley,TN,+36.3035963,-088.7211938
Greene,MO,+37.2581957,-093.3406409
Lehigh,PA,+40.6142409,-075.5906269
Seward,NE,+40.8719439,-097.1403830
Chemung,NY,+42.1486972,-076.7524712
Wyoming,NY,+42.7013652,-078.2285762
Stanislaus,CA,+37.5623162,-121.0028311
Northampton,PA,+40.7527913,-075.3074468
Morgan,AL,+34.4544844,-086.8464021
Breckinridge,KY,+37.7779880,-086.4329188
Grenada,MS,+33.7700310,-089.8027405
Simpson,KY,+36.7409289,-086.5817871
Grand Isle,VT,+44.8017867,-073.3007590
Columbiana,OH,+40.7700730,-080.7784550
Nelson,VA,+37.7890795,-078.8834397
Osceola,FL,+28.0590267,-081.1393116
Grant,AR,+34.2855683,-092.4229794
Laurens,GA,+32.3932197,-082.9263171
New York,NY,+40.7766419,-073.9701871
Benton,AR,+36.3378189,-094.2562984
Isabela,PR,+18.4839982,-067.0139780
Marion,FL,+29.2028047,-082.0431004
Nottoway,VA,+37.1411668,-078.0538655
Warren,NJ,+40.8534914,-075.0094978
Columbia,NY,+42.2476964,-073.6267175
Martinsville,VA,+36.6835269,-079.8636475
Choctaw,OK,+34.0276995,-095.5540792
Dickinson,KS,+38.8677353,-097.1579434
Starr,TX,+26.5309027,-098.7402346
Effingham,GA,+32.3616880,-081.3433553
Roger Mills,OK,+35.7085544,-099.7415716
Richland,WI,+43.3761994,-090.4356927
Lea,NM,+32.7956865,-103.4132707
Lamar,AL,+33.7870852,-088.0874309
Florida,PR,+18.3686588,-066.5627337
Marshall,TN,+35.4683285,-086.7658677
Appomattox,VA,+37.3707253,-078.8109404
Madison,AR,+36.0125452,-093.7240531
Sheridan,WY,+44.7813692,-106.8812114
Cumberland,PA,+40.1648047,-077.2634419
Franklin,PA,+39.9267722,-077.7245208
Luzerne,PA,+41.1730778,-075.9760533
Crawford,MI,+44.6801748,-084.6113432
Russell,AL,+32.2898113,-085.1869798
Carroll,OH,+40.5798841,-081.0907870
Fluvanna,VA,+37.8305840,-078.2834938
Lake,IL,+42.1859677,-087.8059389
Madison,GA,+34.1274796,-083.2086525
Dallas,AR,+33.9678233,-092.6539989
Jackson,CO,+40.6634319,-106.3292476
Kit Carson,CO,+39.3053399,-102.6030226
Owyhee,ID,+42.5728508,-116.1896903
Wood,WI,+44.4614126,-090.0388252
Chautauqua,NY,+42.3042159,-079.4075949
Cobb,GA,+33.9399263,-084.5741102
Johnson,TN,+36.4532029,-081.8612467
Belmont,OH,+40.0176819,-080.9677268
Wise,VA,+36.9745607,-082.6215601
Carter,MO,+36.9448579,-090.9457051
Bryan,OK,+33.9640035,-096.2651348
Clay,NE,+40.5236693,-098.0508585
Charles,MD,+38.4728532,-077.0154272
Cerro Gordo,IA,+43.0749751,-093.2509646
Greene,IA,+42.0425128,-094.3887271
Rowan,KY,+38.2042659,-083.4280787
Wayne,UT,+38.2598556,-110.9908718
Cape Girardeau,MO,+37.3841408,-089.6856575
Walla Walla,WA,+46.2546057,-118.4803697
Mississippi,MO,+36.8262640,-089.2959286
Cleveland,AR,+33.8932006,-092.1887141
Dallas,TX,+32.7669866,-096.7784238
Lajas,PR,+17.9785111,-067.0401109
DeKalb,IN,+41.3967596,-085.0026969
Ouachita,LA,+32.4809320,-092.1515814
St. John the Baptist,LA,+30.1440682,-090.4909596
St. Helena,LA,+30.8225386,-090.7083074
Schuyler,MO,+40.4693611,-092.5190156
Franklin,AL,+34.4419892,-087.8428144
Carroll,KY,+38.6683939,-085.1240238
Clear Creek,CO,+39.6894025,-105.6707833
Kimble,TX,+30.4794720,-099.7463959
Mackinac,MI,+46.1678678,-085.3037625
McCulloch,TX,+31.2054766,-099.3598557
Tishomingo,MS,+34.7388349,-088.2348272
Crockett,TX,+30.7175316,-101.4042113
Hill,TX,+31.9826412,-097.1306323
Logan,CO,+40.7280911,-103.0904639
Finney,KS,+38.0498075,-100.7399674
Montgomery,KS,+37.1895369,-095.7424028
Fairfield,SC,+34.3956685,-081.1270007
Cheyenne,NE,+41.2142358,-103.0119289
